 Sr.No , Type , Speciality , SKU Code , Short Specification , Detailed Specification , Unit Of Manufracturng , Units , Portfolio , Brand , Sub Brand , Section 
1063, Suture ,NCV,PPL20807NE,NE-POLYPROPYLENE Blue 2-0 X 70-25MM 1/2 Circle Taper Cut ,POLYPROPYLENE BU 2-0 X 70-25MM 1/2 CIRCLE TAPERCUT ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section N
1064, Suture ,NCV,PPL20841NE,NE-POLYPROPYLENE Blue 2-0 X 70-30MM 1/2 Circle Round Body ,POLYPROPYLENE BU 2-0 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section N
1065, Suture ,CV,PPL20844NE,NE-POLYPROPYLENE Blue 2-0 X 90-30MM 1/2 Circle Round Body ,POLYPROPYLENE BU 2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section N
1066, Suture ,NCV,PPL30 018,POLYPROPYLENE Blue 3-0 X 70-22MM 3/8 Circle Cutting ,POLYPROPYLENE BU 3-0 X 70-22MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1067, Suture ,NCV,PPL30 800,POLYPROPYLENE Blue 3-0 X 90-25MM 3/8 Circle Cutting ,POLYPROPYLENE BU 3-0 X 90-25MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1068, Suture ,NCV,PPL30 825,POLYPROPYLENE Blue 3-0 X 90-25MM 1/2 Circle Round Body ,POLYPROPYLENE BU 3-0 X 90-25MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1069, Suture ,NCV,PPL30 838,POLYPROPYLENE Blue 3-0 X 70-25MM 1/2 Circle Round Body ,POLYPROPYLENE BU 3-0 X 70-25MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1070, Suture ,CV,PPL30 8522,POLYPROPYLENE Blue 3-0 X 90-26MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 3-0 X 90-26MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1071, Suture ,NCV,PPL30 887,POLYPROPYLENE Blue 3-0 X 70-20MM 1/2 Circle Round Body ,POLYPROPYLENE BU 3-0 X 70-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1072, Suture ,NCV,PPL30 888,POLYPROPYLENE Blue 3-0 X 70-60MM Straight Cutting ,POLYPROPYLENE BU 3-0 X 70-60MM STRAIGHT CUTTING ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1073, Suture ,CV,PPL30 8936,POLYPROPYLENE Blue 3-0 X 90-17.5MM 1/2 circle Taper Cut Double  Needle ,POLYPROPYLENE BU 3-0 X 90-17.5MM HCTC DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1074, Suture ,NCV,PPL30018NE,NE-POLYPROPYLENE Blue 3-0 X 70-22MM 3/8 Circle Cutting ,POLYPROPYLENE BU 3-0 X 70-22MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section N
1075, Suture ,NCV,PPL30 2630BS,POLYPROPYLENE Blue 3-0 X 30-26MM 1/2 Circle Round Body lup,POLYPROPYLENE BU 3-0 X 30-26MM 1/2 CIRCLE ROUND BODY  lup,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1076, Suture ,NCV,PPL30825NE,NE-POLYPROPYLENE Blue 3-0 X 90-25MM 1/2 Circle Round Body ,POLYPROPYLENE BU 3-0 X 90-25MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section N
1077, Suture ,NCV,PPL308522NE,NE-POLYPROPYLENE Blue 3-0 X 90-26MM 1/2 Circle Round body Double Needle ,POLYPROPYLENE BU 3-0 X 90-26MM HCRBDN,DZ, 12 , P-1 ,Filaprop,Filaprop,Section N
1078, Suture ,Suture,PPL40 8204SL,POLYPROPYLENE Blue 4-0 X 60-13MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 4-0 X 60-13MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1079, Suture ,CV,PPL40 835,POLYPROPYLENE Blue 4-0 X 70-17MM 1/2 Circle Taper Cut ,POLYPROPYLENE BU 4-0 X 70-17MM 1/2 CIRCLE TAPERCUT ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1080, Suture ,NCV,PPL40 849,POLYPROPYLENE Blue 4-0 X 70-16MM 1/2 Circle Round Body ,POLYPROPYLENE BU 4-0 X 70-16MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1081, Suture ,CV,PPL40 8521,POLYPROPYLENE Blue 4-0 X 90-26MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 4-0 X 90-26MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1082, Suture ,CV,PPL40 8526DN,POLYPROPYLENE Blue 4-0 X 75-22MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 4-0 X 75-22MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1083, Suture ,CV,PPL40 8557,POLYPROPYLENE Blue 4-0 X 90-16MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 4-0 X 90-16MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1084, Suture ,CV,PPL40 857,POLYPROPYLENE Blue 4-0 X 90-17MM 1/2 Circle Taper Cut ,POLYPROPYLENE BU 4-0 X 90-17MM 1/2 CIRCLE TAPERCUT ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1085, Suture ,CV,PPL40 867,POLYPROPYLENE Blue 4-0 X90-25MM 1/2 Circle Taper Cut Double  Needle ,POLYPROPYLENE BU 4-0 X90-25MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE C1,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1086, Suture ,NCV,PPL40 870,POLYPROPYLENE Blue 4-0 X 70-16MM 3/8 Circle Cutting ,POLYPROPYLENE BU 4-0 X 70-16MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1087, Suture ,Plastic,PPL40 879,POLYPROPYLENE Blue 4-0 X 45-12MM 3/8 Circle Reverse Cutting ,POLYPROPYLENE BU 4-0 X 45-12MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section D
1088, Suture ,CV,PPL40 8845,POLYPROPYLENE Blue 4-0 X90-26MM 1/2 Circle Taper Cut Double  Needle,POLYPROPYLENE BU 4-0 X90-26MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE C2,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1089, Suture ,CV,PPL40 8935,POLYPROPYLENE Blue 4-0 X 90-17.5MM 1/2 Circle Taper Cut Double  Needle ,POLYPROPYLENE BU 4-0 X 90-17.5MM HCTC DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1090, Suture ,CV,PPL40 899,POLYPROPYLENE Blue 4-0 X 70-17MM 1/2 Circle Taper Cut ,POLYPROPYLENE BU 4-0 X 70-17MM 1/2 CIRCLE TAPERCUT C1,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1091, Suture ,CV,PPL405709 ,POLYPROPYLENE Blue 4-0 X 120-26MM 1/2 Circle Round Body Double  Needle  ,POLYPROPYLENE BU 4-0 X 120-26MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1092, Suture ,CV,PPL408417,POLYPROPYLENE Blue 4-0 X 90-16MM 1/2 Circle Taper Cut Double  Needle ,POLYPROPYLENE BU 4-0 X 90-16MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1093, Suture ,NCV,PPL40849NE,NE-POLYPROPYLENE Blue 4-0 X 70-16MM 1/2 Circle Round Body ,POLYPROPYLENE BU 4-0 X 70-16MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section N
1094, Suture ,CV,PPL408521NE,NE-POLYPROPYLENE Blue 4-0 X 90-26MM 1/2 Circle Round body Double Needle ,POLYPROPYLENE BU 4-0 X 90-26MM HCRBDN,DZ, 12 , P-1 ,Filaprop,Filaprop,Section N
1095, Suture ,CV,PPL408761DN,POLYPROPYLENE Blue 4-0 X 90-20MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 4-0 X 90-20MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1096, Suture ,CV,PPL40879i,POLYPROPYLENE Blue 4-0 X 45-12MM 3/8 Circle Reverse Cutting elixir easy glide needle,POLYPROPYLENE BU 4-0 X 45-12MM 3/8 CIRCLE REVERSE CUTTING  I,DZ, 12 , P-1 ,Filaprop,Filaprop,Section K
1097, Suture ,CV,PPL408935NE,NE-POLYPROPYLENE Blue 4-0X90-17.5MM 1/2 Circle Taper Cut Double Needle ,POLYPROPYLENE BU 4-0X90-17.5MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE,DZ, 12 , P-1 ,Filaprop,Filaprop,Section N
1098, Suture ,CV,PPL50 8205,POLYPROPYLENE Blue 5-0 X 60-13MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 60-13MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1099, Suture ,CV,PPL50 826,POLYPROPYLENE Blue 5-0 X 70-15MM 3/8 Circle Cutting ,POLYPROPYLENE BU 5-0 X 70-15MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1100, Suture ,NCV,PPL50 827,POLYPROPYLENE Blue 5-0 X 70-12MM 3/8 Circle Round Body ,POLYPROPYLENE BU 5-0 X 70-12MM 3/8 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1101, Suture ,Plastic,PPL50 827DN,POLYPROPYLENE Blue 5-0 X 70-12MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 70-12MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section D
1102, Suture ,CV,PPL50 8556,POLYPROPYLENE Blue 5-0 X 90-16MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 90-16MM HCRB DOUBLE NEEDLE C1,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1103, Suture ,NCV,PPL50 8556XL,POLYPROPYLENE Blue 5-0 X 90-16MM 1/2 circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 90-16MM HCRB DOUBLE NEEDLE C1,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1104, Suture ,CV,PPL50 856,POLYPROPYLENE Blue 5-0 X 90-16MM 1/2 Circle round body Double  Needle,POLYPROPYLENE BU 5-0 X 90-16MM HCRB DOUBLE NEEDLE C2,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1105, Suture ,CV,PPL50 862,POLYPROPYLENE Blue 5-0 X 70-13MM 3/8 Circle Reverse Cutting ,POLYPROPYLENE BU 5-0 X 70-13MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1106, Suture ,CV,PPL50 8710,POLYPROPYLENE Blue 5-0 X 75-13MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 75-13MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1107, Suture ,CV,PPL50 8710BL,POLYPROPYLENE Blue 5-0 X 75-13MM 1/2 Circle Round Body Double  Needle V,POLYPROPYLENE BU 5-0 X 75-13MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE V,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1108, Suture ,CV,PPL50 8710XL,POLYPROPYLENE Blue 5-0 X 90-13MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 90-13MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1109, Suture ,CV,PPL50 8721,POLYPROPYLENE Blue 5-0 X 75-13MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 75-13MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1110, Suture ,CV,PPL50 8802BX,POLYPROPYLENE Blue 5-0 X 75-11MM 1/2 Circle Round Body Double needle V-Black Needle  ,POLYPROPYLENE BU 5-0 X 75-11MM 1/2 CIRCLE ROUND BODY  DVB,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1111, Suture ,CV,PPL50 8803,POLYPROPYLENE Blue 5-0 X 60-10MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 60-10MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1112, Suture ,NCV,PPL50 881,POLYPROPYLENE Blue 5-0 X 70-16MM 3/8 Circle Round Body ,POLYPROPYLENE BU 5-0 X 70-16MM 3/8 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1113, Suture ,NCV,PPL50 882DN,POLYPROPYLENE Blue 5-0 X 70-16MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 70-16MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1114, Suture ,NCV,PPL50 889,POLYPROPYLENE Blue 5-0 X 90-12MM 3/8 Circle Reverse Cutting ,POLYPROPYLENE BU 5-0 X 90-12MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1115, Suture ,NCV,PPL508556NE,NE-POLYPROPYLENE Blue 5-0 X 90-16MM 1/2 Circle Round body Double Needle ,POLYPROPYLENE BU 5-0 X 90-16MM HCRBDN,DZ, 12 , P-1 ,Filaprop,Filaprop,Section N
1116, Suture ,CV,PPL50 8557,POLYPROPYLENE Blue 5-0 X 90-17MM 1/2 Circle Round Body ,POLYPROPYLENE BU 5-0 X 90-17MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1117, Suture ,CV,PPL50856i,POLYPROPYLENE Blue 5-0X90-16MM 1/2 Circle round body elixir taper point Double Needle,POLYPROPYLENE BU 5-0X90-16MM HCRB DOUBLE NEEDLE C2 I,DZ, 12 , P-1 ,Filaprop,Filaprop,Section K
1118, Suture ,CV,PPL508710NE,NE-POLYPROPYLENE Blue 5-0 X 75-13MM 1/2 circle Round Body Double Needle,POLYPROPYLENE BU 5-0 X 75-13MM HCRBDN,DZ, 12 , P-1 ,Filaprop,Filaprop,Section N
1119, Suture ,NCV,PPL508710XL,POLYPROPYLENE Blue 5-0 X 90-13MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 90-13MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1120, Suture ,CV,PPL50 8756,POLYPROPYLENE Blue 5-0 X 90-17MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 5-0 X 90-17MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1121, Suture ,CV,PPL508803i,POLYPROPYLENE Blue 5-0X60-10MM 1/2 Circle Round Body elixir Double Needle,POLYPROPYLENE BU 5-0X60-10MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE  I,DZ, 12 , P-1 ,Filaprop,Filaprop,Section K
1122, Suture ,CV,PPL60 817,POLYPROPYLENE Blue 6-0 X 70-13MM 3/8 Circle Cutting ,POLYPROPYLENE BU 6-0 X 70-13MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1123, Suture ,CV,PPL60 818,POLYPROPYLENE Blue 6-0 X 60-13MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 60-13MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1124, Suture ,CV,PPL60 8207,POLYPROPYLENE Blue 6-0 X 60-10MM 1/2 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 60-10MM 1/2 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1125, Suture ,NCV,PPL60 823,POLYPROPYLENE Blue 6-0 X 70-15MM 3/8 Circle Cutting ,POLYPROPYLENE BU 6-0 X 70-15MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1126, Suture ,CV,PPL60 829,POLYPROPYLENE Blue 6-0 X 70-13MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 70-13MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1127, Suture ,CV,PPL60 8305BL,POLYPROPYLENE Blue 6-0 X 60-08MM 3/8 Circle Round Body Double  Needle V,POLYPROPYLENE BU 6-0 X 60-08MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE V,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1128, Suture ,CV,PPL60 8307BL,POLYPROPYLENE Blue 6-0 X 60-13MM 3/8 Circle Round Body Double  Needle V-Black Needle ,POLYPROPYLENE BU 6-0 X 60-13MM CURB DOUBLE NEEDLE VB,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1129, Suture ,CV,PPL60 8597,POLYPROPYLENE Blue 6-0 X 60-11MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 60-11MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1130, Suture ,CV,PPL60 8718,POLYPROPYLENE Blue 6-0 X 60-13MM 3/8 Circle round body Double  Needle,POLYPROPYLENE BU 6-0 X 60-13MM CURB DOUBLE NEEDLE TH,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1131, Suture ,CV,PPL60 872,POLYPROPYLENE Blue 6-0 X 60-9MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 60-9MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE C1,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1132, Suture ,CV,PPL60 8726,POLYPROPYLENE Blue 6-0 X 60-13MM 3/8 Circle round body Double  Needle,POLYPROPYLENE BU 6-0 X 60-13MM CURB DOUBLE NEEDLE TN,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1133, Suture ,CV,PPL60 8726BL,POLYPROPYLENE Blue 6-0 X 60-13MM 3/8 Circle Round Body Double  V-Black needle,POLYPROPYLENE BU 6-0 X 60-13MM 3/8 CIRCLE ROUND BODY  DVB,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1134, Suture ,CV,PPL60 8726BX,POLYPROPYLENE Blue 6-0 X 75-13MM 3/8 Circle Round Body Double needle V-Black Needle  ,POLYPROPYLENE BU 6-0 X 75-13MM 3/8 CIRCLE ROUND BODY  DVB,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1135, Suture ,CV,PPL60 8726SL,POLYPROPYLENE Blue 6-0 X 45-13MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 45-13MM CURB DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1136, Suture ,CV,PPL60 8726XL,POLYPROPYLENE Blue 6-0 X 75-13MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 75-13MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1137, Suture ,CV,PPL60 8726XXL,POLYPROPYLENE Blue 6-0 X 90-13MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 90-13MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1138, Suture ,Opthal,PPL60 878,POLYPROPYLENE Blue 6-0 X 45-12MM 3/8 Circle Reverse Cutting ,POLYPROPYLENE BU 6-0 X 45-12MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section E
1139, Suture ,CV,PPL60 8802,POLYPROPYLENE Blue 6-0 X 60-11MM 3/8 Circle Taper Cut Double  Needle ,POLYPROPYLENE BU 6-0 X 60-11MM 3/8 CIRCLE TAPERCUT DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1140, Suture ,CV,PPL60 8804,POLYPROPYLENE Blue 6-0 X 60-10MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 60-10MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1141, Suture ,CV,PPL60 8804BX,POLYPROPYLENE Blue 6-0 X 75-10MM 3/8 Circle Round Body  Double armed V-black needle ,POLYPROPYLENE BU 6-0 X 75-10MM 3/8 CIRCLE ROUND BODY  DVB,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1142, Suture ,CV,PPL60 8805,POLYPROPYLENE Blue 6-0 X 60-9MM 3/8 Circle Round Body Double  Needle,POLYPROPYLENE BU 6-0 X 60-9MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE C2,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1143, Suture ,CV,PPL60 8906,POLYPROPYLENE Blue 6-0 X 75-10MM 1/2 Circle round body Double Needle ,POLYPROPYLENE BU 6-0 X 75-10MM HCRBDN C1,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1144, Suture ,CV,PPL60 893,POLYPROPYLENE Blue 6-0 X 70-8MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 70-8MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1145, Suture ,CV,PPL60 893XL,POLYPROPYLENE Blue 6-0 X 90-8MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 90-8MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1146, Suture ,NCV,PPL60 895DN,POLYPROPYLENE Blue 6-0 X 70-10MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 70-10MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section A
1147, Suture ,CV,PPL608307BLi,POLYPROPYLENE Blue 6-0X60-13MM 3/8 Circle round body taper point Doublewith elixir  Needle V-Black Needle,POLYPROPYLENE BU 6-0X60-13MM CURB DOUBLE NEEDLE VB I,DZ, 12 , P-1 ,Filaprop,Filaprop,Section K
1148, Suture ,CV,PPL60 8707,POLYPROPYLENE Blue 6-0 X 60-13MM 3/8 Circle Taper Cut Double  Needle ,POLYPROPYLENE BU 6-0 X 60-13MM 3/8 CIRCLE TAPERCUT DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1149, Suture ,CV,PPL608718i,POLYPROPYLENE Blue 6-0X60-13MM 3/8 Circle Round Body elixir taper point Double  Needle,POLYPROPYLENE BU 6-0X60-13MM CURB DOUBLE NEEDLE TH I,DZ, 12 , P-1 ,Filaprop,Filaprop,Section K
1150, Suture ,CV,PPL608726BXi,POLYPROPYLENE Blue 6-0X75-13MM 3/8 Circle Round Body elixir taper point Double needle,POLYPROPYLENE BU 6-0X75-13MM 3/8 CIRCLE ROUND BODY  DVB I,DZ, 12 , P-1 ,Filaprop,Filaprop,Section K
1151, Suture ,CV,PPL608726i,POLYPROPYLENE Blue 6-0X60-13MM 3/8 Circle Round body elixir taper point Double Needle,POLYPROPYLENE BU 6-0X60-13MM CURB DOUBLE NEEDLE TN I,DZ, 12 , P-1 ,Filaprop,Filaprop,Section K
1152, Suture ,CV,PPL608726XLi,POLYPROPYLENE Blue 6-0X75-13MM 3/8 Circle Round Body taper point Double  Needle with elixir,POLYPROPYLENE BU 6-0X75-13MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE  I,DZ, 12 , P-1 ,Filaprop,Filaprop,Section K
1153, Suture ,CV,PPL60878i,POLYPROPYLENE Blue 6-0 X 45-12MM 3/8 Circle Reverse Cutting elixir easy glide needle,POLYPROPYLENE BU 6-0 X 45-12MM 3/8 CIRCLE REVERSE CUTTING  I,DZ, 12 , P-1 ,Filaprop,Filaprop,Section K
1154, Suture ,CV,PPL60 8814,POLYPROPYLENE Blue 6-0 X 75-13MM 3/8 Circle Taper Cut Double  Needle ,POLYPROPYLENE BU 6-0 X 75-13MM 3/8 CIRCLE TAPERCUT DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1155, Suture ,CV,PPL608907,POLYPROPYLENE Blue 6-0 X 75-9MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 6-0 X 75-9MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1156, Suture ,CV,PPL70 2070,POLYPROPYLENE Blue 7-0 X 60-10MM 3/8 Circle round body Double Needle ,POLYPROPYLENE BU 7-0 X 60-10MM CURBDN C1,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1157, Suture ,CV,PPL70 2076,POLYPROPYLENE Blue 7-0 X 60-6MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 7-0 X 60-6MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE  C1,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1158, Suture ,CV,PPL70 2078BX,POLYPROPYLENE Blue 7-0 X 75-8MM 3/8 Circle round body Double Needle V-Black Needle  ,POLYPROPYLENE BU 7-0 X 75-8MM CURBDNVBC1,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1159, Suture ,CV,PPL70 2079,POLYPROPYLENE Blue 7-0 X 60-9MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 7-0 X 60-9MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
